gene,category
ENSDARG00000055613,mitochondria
ENSDARG00000110226,mitochondria
ENSDARG00000069733,mitochondria
ENSDARG00000052658,mitochondria
ENSDARG00000104457,mitochondria
ENSDARG00000075517,mitochondria
ENSDARG00000040111,mitochondria
ENSDARG00000111175,mitochondria
ENSDARG00000102765,mitochondria
ENSDARG00000092696,mitochondria
ENSDARG00000111864,mitochondria
ENSDARG00000076155,mitochondria
ENSDARG00000112828,mitochondria
ENSDARG00000071562,mitochondria
ENSDARG00000115363,mitochondria
ENSDARG00000039390,mitochondria
ENSDARG00000063297,mitochondria
ENSDARG00000069278,mitochondria
ENSDARG00000016613,mitochondria
ENSDARG00000038075,mitochondria
ENSDARG00000057321,mitochondria
ENSDARG00000034270,mitochondria
ENSDARG00000077256,mitochondria
ENSDARG00000115322,mitochondria
ENSDARG00000074435,mitochondria
ENSDARG00000006812,mitochondria
ENSDARG00000087993,mitochondria
ENSDARG00000060991,mitochondria
ENSDARG00000076544,mitochondria
ENSDARG00000113300,mitochondria
ENSDARG00000062872,mitochondria
ENSDARG00000074661,mitochondria
ENSDARG00000062271,mitochondria
ENSDARG00000111891,mitochondria
ENSDARG00000077614,mitochondria
ENSDARG00000057262,mitochondria
ENSDARG00000060210,mitochondria
ENSDARG00000077698,mitochondria
ENSDARG00000112179,mitochondria
ENSDARG00000036499,mitochondria
ENSDARG00000045913,mitochondria
ENSDARG00000100548,mitochondria
ENSDARG00000114872,mitochondria
ENSDARG00000114690,mitochondria
ENSDARG00000062795,mitochondria
ENSDARG00000091574,mitochondria
ENSDARG00000059128,mitochondria
ENSDARG00000077481,mitochondria
ENSDARG00000059549,mitochondria
ENSDARG00000030641,mitochondria
ENSDARG00000110586,mitochondria
ENSDARG00000025914,mitochondria
ENSDARG00000059951,mitochondria
ENSDARG00000079504,mitochondria
ENSDARG00000059811,mitochondria
ENSDARG00000117140,mitochondria
ENSDARG00000023583,mitochondria
ENSDARG00000110255,mitochondria
ENSDARG00000111424,mitochondria
ENSDARG00000052103,mitochondria
ENSDARG00000060748,mitochondria
ENSDARG00000110047,mitochondria
ENSDARG00000062916,mitochondria
ENSDARG00000056121,mitochondria
ENSDARG00000116580,mitochondria
ENSDARG00000022832,mitochondria
ENSDARG00000117207,mitochondria
ENSDARG00000079391,mitochondria
ENSDARG00000026376,mitochondria
ENSDARG00000076435,mitochondria
ENSDARG00000033138,mitochondria
ENSDARG00000059887,mitochondria
ENSDARG00000062834,mitochondria
ENSDARG00000062971,mitochondria
ENSDARG00000114840,mitochondria
ENSDARG00000060554,mitochondria
ENSDARG00000057352,mitochondria
ENSDARG00000037070,mitochondria
ENSDARG00000053652,mitochondria
ENSDARG00000097209,mitochondria
ENSDARG00000094312,mitochondria
ENSDARG00000052411,mitochondria
ENSDARG00000075539,mitochondria
ENSDARG00000114261,mitochondria
ENSDARG00000115437,mitochondria
ENSDARG00000101778,mitochondria
ENSDARG00000111390,mitochondria
ENSDARG00000089886,mitochondria
ENSDARG00000014956,mitochondria
ENSDARG00000004952,mitochondria
ENSDARG00000031359,mitochondria
ENSDARG00000056978,mitochondria
ENSDARG00000110254,mitochondria
ENSDARG00000062943,mitochondria
ENSDARG00000115990,mitochondria
ENSDARG00000060861,mitochondria
ENSDARG00000100818,mitochondria
ENSDARG00000094277,mitochondria
ENSDARG00000094922,mitochondria
ENSDARG00000112550,mitochondria
ENSDARG00000018393,mitochondria
ENSDARG00000074533,mitochondria
ENSDARG00000077034,mitochondria
ENSDARG00000063249,mitochondria
ENSDARG00000036135,mitochondria
ENSDARG00000113482,mitochondria
ENSDARG00000041314,mitochondria
ENSDARG00000112557,mitochondria
ENSDARG00000007916,mitochondria
ENSDARG00000058463,mitochondria
ENSDARG00000112762,mitochondria
ENSDARG00000052840,mitochondria
ENSDARG00000110036,mitochondria
ENSDARG00000051956,mitochondria
ENSDARG00000045249,mitochondria
ENSDARG00000092478,mitochondria
ENSDARG00000033967,mitochondria
ENSDARG00000045555,mitochondria
ENSDARG00000101622,mitochondria
ENSDARG00000013950,mitochondria
ENSDARG00000100709,mitochondria
ENSDARG00000052638,mitochondria
ENSDARG00000104696,mitochondria
ENSDARG00000100157,mitochondria
ENSDARG00000039243,mitochondria
ENSDARG00000052842,mitochondria
ENSDARG00000021466,mitochondria
ENSDARG00000051749,mitochondria
ENSDARG00000069852,mitochondria
ENSDARG00000092052,mitochondria
ENSDARG00000041715,mitochondria
ENSDARG00000030964,mitochondria
ENSDARG00000088013,mitochondria
ENSDARG00000059923,mitochondria
ENSDARG00000062430,mitochondria
ENSDARG00000094833,mitochondria
ENSDARG00000051925,mitochondria
ENSDARG00000067717,mitochondria
ENSDARG00000068006,mitochondria
ENSDARG00000060380,mitochondria
ENSDARG00000101619,mitochondria
ENSDARG00000061201,mitochondria
ENSDARG00000103099,mitochondria
ENSDARG00000099368,mitochondria
ENSDARG00000069282,mitochondria
ENSDARG00000059805,mitochondria
ENSDARG00000069464,mitochondria
ENSDARG00000112682,mitochondria
ENSDARG00000068939,mitochondria
ENSDARG00000002377,mitochondria
ENSDARG00000052190,mitochondria
ENSDARG00000070589,mitochondria
ENSDARG00000063187,mitochondria
ENSDARG00000068176,mitochondria
ENSDARG00000033134,mitochondria
ENSDARG00000099817,mitochondria
ENSDARG00000101175,mitochondria
ENSDARG00000060199,mitochondria
ENSDARG00000112114,mitochondria
ENSDARG00000110565,mitochondria
ENSDARG00000060411,mitochondria
ENSDARG00000111974,mitochondria
ENSDARG00000053215,mitochondria
ENSDARG00000063684,mitochondria
ENSDARG00000062425,mitochondria
ENSDARG00000114037,mitochondria
ENSDARG00000102538,mitochondria
ENSDARG00000115996,mitochondria
ENSDARG00000062864,mitochondria
ENSDARG00000099787,mitochondria
ENSDARG00000112931,mitochondria
ENSDARG00000063539,mitochondria
ENSDARG00000068655,mitochondria
ENSDARG00000057374,mitochondria
ENSDARG00000112320,mitochondria
ENSDARG00000099791,mitochondria
ENSDARG00000023645,mitochondria
ENSDARG00000010415,mitochondria
ENSDARG00000077339,mitochondria
ENSDARG00000111027,mitochondria
ENSDARG00000045294,mitochondria
ENSDARG00000113191,mitochondria
ENSDARG00000069082,mitochondria
ENSDARG00000091247,mitochondria
ENSDARG00000080000,mitochondria
ENSDARG00000055708,mitochondria
ENSDARG00000060594,mitochondria
ENSDARG00000073704,mitochondria
ENSDARG00000055722,mitochondria
ENSDARG00000061629,mitochondria
ENSDARG00000020876,mitochondria
ENSDARG00000111293,mitochondria
ENSDARG00000077859,mitochondria
ENSDARG00000055652,mitochondria
ENSDARG00000062147,mitochondria
ENSDARG00000069186,mitochondria
ENSDARG00000045935,mitochondria
ENSDARG00000069844,mitochondria
ENSDARG00000114462,mitochondria
ENSDARG00000076381,mitochondria
ENSDARG00000057910,mitochondria
ENSDARG00000093235,mitochondria
ENSDARG00000021404,mitochondria
ENSDARG00000116214,mitochondria
ENSDARG00000019338,mitochondria
ENSDARG00000110712,mitochondria
ENSDARG00000102048,mitochondria
ENSDARG00000091079,mitochondria
ENSDARG00000041340,mitochondria
ENSDARG00000113440,mitochondria
ENSDARG00000070824,mitochondria
ENSDARG00000116923,mitochondria
ENSDARG00000103428,mitochondria
ENSDARG00000058394,mitochondria
ENSDARG00000115045,mitochondria
ENSDARG00000115106,mitochondria
ENSDARG00000111687,mitochondria
ENSDARG00000058390,mitochondria
ENSDARG00000113544,mitochondria
ENSDARG00000058352,mitochondria
ENSDARG00000114328,mitochondria
ENSDARG00000075923,mitochondria
ENSDARG00000054867,mitochondria
ENSDARG00000071396,mitochondria
ENSDARG00000092473,mitochondria
ENSDARG00000100938,mitochondria
ENSDARG00000101130,mitochondria
ENSDARG00000113287,mitochondria
ENSDARG00000060756,mitochondria
ENSDARG00000109974,mitochondria
ENSDARG00000074264,mitochondria
ENSDARG00000039929,mitochondria
ENSDARG00000112795,mitochondria
ENSDARG00000092202,mitochondria
ENSDARG00000095444,mitochondria
ENSDARG00000095687,mitochondria
ENSDARG00000102568,mitochondria
ENSDARG00000094403,mitochondria
ENSDARG00000068415,mitochondria
ENSDARG00000110236,mitochondria
ENSDARG00000095545,mitochondria
ENSDARG00000041165,mitochondria
ENSDARG00000079124,mitochondria
ENSDARG00000041223,mitochondria
ENSDARG00000113102,mitochondria
ENSDARG00000098852,mitochondria
ENSDARG00000103101,mitochondria
ENSDARG00000044134,mitochondria
ENSDARG00000063574,mitochondria
ENSDARG00000071353,mitochondria
ENSDARG00000070393,mitochondria
ENSDARG00000089802,mitochondria
ENSDARG00000041304,mitochondria
ENSDARG00000079815,mitochondria
ENSDARG00000111617,mitochondria
ENSDARG00000114632,mitochondria
ENSDARG00000097465,mitochondria
ENSDARG00000092061,mitochondria
ENSDARG00000069286,mitochondria
ENSDARG00000114828,mitochondria
ENSDARG00000054400,mitochondria
ENSDARG00000112640,mitochondria
ENSDARG00000052527,mitochondria
ENSDARG00000092895,mitochondria
ENSDARG00000097803,mitochondria
ENSDARG00000112492,mitochondria
ENSDARG00000111513,mitochondria
ENSDARG00000098646,mitochondria
ENSDARG00000112356,mitochondria
ENSDARG00000117060,mitochondria
ENSDARG00000075395,mitochondria
ENSDARG00000114526,mitochondria
ENSDARG00000111034,mitochondria
ENSDARG00000076393,mitochondria
ENSDARG00000079080,mitochondria
ENSDARG00000110721,mitochondria
ENSDARG00000038618,mitochondria
ENSDARG00000112216,mitochondria
ENSDARG00000055344,mitochondria
ENSDARG00000077515,mitochondria
ENSDARG00000025375,mitochondria
ENSDARG00000117104,mitochondria
ENSDARG00000112650,mitochondria
ENSDARG00000090568,mitochondria
ENSDARG00000112889,mitochondria
ENSDARG00000042881,mitochondria
ENSDARG00000055679,mitochondria
ENSDARG00000017429,mitochondria
ENSDARG00000041407,mitochondria
ENSDARG00000116827,mitochondria
ENSDARG00000071468,mitochondria
ENSDARG00000059510,mitochondria
ENSDARG00000075123,mitochondria
ENSDARG00000109953,mitochondria
ENSDARG00000067975,mitochondria
ENSDARG00000103523,mitochondria
ENSDARG00000070607,mitochondria
ENSDARG00000074985,mitochondria
ENSDARG00000075337,mitochondria
ENSDARG00000056410,mitochondria
ENSDARG00000115831,mitochondria
ENSDARG00000053456,mitochondria
ENSDARG00000111633,mitochondria
ENSDARG00000104733,mitochondria
ENSDARG00000105077,mitochondria
ENSDARG00000100585,mitochondria
ENSDARG00000025703,mitochondria
ENSDARG00000104414,mitochondria
ENSDARG00000056080,mitochondria
ENSDARG00000044626,mitochondria
ENSDARG00000110887,mitochondria
ENSDARG00000075416,mitochondria
ENSDARG00000115358,mitochondria
ENSDARG00000096701,mitochondria
ENSDARG00000038154,mitochondria
ENSDARG00000074933,mitochondria
ENSDARG00000060951,mitochondria
ENSDARG00000069386,mitochondria
ENSDARG00000092677,mitochondria
ENSDARG00000019585,mitochondria
ENSDARG00000087461,mitochondria
ENSDARG00000093058,mitochondria
ENSDARG00000045797,mitochondria
ENSDARG00000078389,mitochondria
ENSDARG00000011884,mitochondria
ENSDARG00000099900,mitochondria
ENSDARG00000095793,mitochondria
ENSDARG00000094749,mitochondria
ENSDARG00000038226,mitochondria
ENSDARG00000008322,mitochondria
ENSDARG00000104487,mitochondria
ENSDARG00000074169,mitochondria
ENSDARG00000079702,mitochondria
ENSDARG00000104517,mitochondria
ENSDARG00000070230,mitochondria
ENSDARG00000086746,mitochondria
ENSDARG00000060005,mitochondria
ENSDARG00000098017,mitochondria
ENSDARG00000073741,mitochondria
ENSDARG00000114237,mitochondria
ENSDARG00000110700,mitochondria
ENSDARG00000052994,mitochondria
ENSDARG00000113235,mitochondria
ENSDARG00000089369,mitochondria
ENSDARG00000090389,mitochondria
ENSDARG00000091413,mitochondria
ENSDARG00000100025,mitochondria
ENSDARG00000070611,mitochondria
ENSDARG00000076780,mitochondria
ENSDARG00000040401,mitochondria
ENSDARG00000001734,mitochondria
ENSDARG00000015978,mitochondria
ENSDARG00000001976,mitochondria
ENSDARG00000068738,mitochondria
ENSDARG00000113254,mitochondria
ENSDARG00000071052,mitochondria
ENSDARG00000008434,mitochondria
ENSDARG00000056481,mitochondria
ENSDARG00000111382,mitochondria
ENSDARG00000079516,mitochondria
ENSDARG00000114546,mitochondria
ENSDARG00000008807,mitochondria
ENSDARG00000069044,mitochondria
ENSDARG00000099888,mitochondria
ENSDARG00000052129,mitochondria
ENSDARG00000026655,mitochondria
ENSDARG00000073845,mitochondria
ENSDARG00000103380,mitochondria
ENSDARG00000032552,mitochondria
ENSDARG00000094704,mitochondria
ENSDARG00000020239,mitochondria
ENSDARG00000112314,mitochondria
ENSDARG00000089109,mitochondria
ENSDARG00000097797,mitochondria
ENSDARG00000015540,mitochondria
ENSDARG00000092553,mitochondria
ENSDARG00000056160,mitochondria
ENSDARG00000025566,mitochondria
ENSDARG00000057287,mitochondria
ENSDARG00000109352,mitochondria
ENSDARG00000027355,mitochondria
ENSDARG00000112318,mitochondria
ENSDARG00000103007,mitochondria
ENSDARG00000102362,mitochondria
ENSDARG00000027424,mitochondria
ENSDARG00000075933,mitochondria
ENSDARG00000115292,mitochondria
ENSDARG00000020893,mitochondria
ENSDARG00000110854,mitochondria
ENSDARG00000038834,mitochondria
ENSDARG00000028546,mitochondria
ENSDARG00000006240,mitochondria
ENSDARG00000109799,mitochondria
ENSDARG00000069671,mitochondria
ENSDARG00000116889,mitochondria
ENSDARG00000104949,mitochondria
ENSDARG00000059583,mitochondria
ENSDARG00000104401,mitochondria
ENSDARG00000092387,mitochondria
ENSDARG00000092787,mitochondria
ENSDARG00000024708,mitochondria
ENSDARG00000005690,mitochondria
ENSDARG00000005853,mitochondria
ENSDARG00000113366,mitochondria
ENSDARG00000090861,mitochondria
ENSDARG00000035468,mitochondria
ENSDARG00000116184,mitochondria
ENSDARG00000024317,mitochondria
ENSDARG00000114173,mitochondria
ENSDARG00000102167,mitochondria
ENSDARG00000038977,mitochondria
ENSDARG00000042014,mitochondria
ENSDARG00000075192,mitochondria
ENSDARG00000067593,mitochondria
ENSDARG00000113312,mitochondria
ENSDARG00000101526,mitochondria
ENSDARG00000058865,mitochondria
ENSDARG00000061004,mitochondria
ENSDARG00000115002,mitochondria
ENSDARG00000042521,mitochondria
ENSDARG00000062561,mitochondria
ENSDARG00000112670,mitochondria
ENSDARG00000100304,mitochondria
ENSDARG00000090503,mitochondria
ENSDARG00000060124,mitochondria
ENSDARG00000100375,mitochondria
ENSDARG00000115557,mitochondria
ENSDARG00000013044,mitochondria
ENSDARG00000037259,mitochondria
ENSDARG00000051986,mitochondria
ENSDARG00000015385,mitochondria
ENSDARG00000007526,mitochondria
ENSDARG00000057055,mitochondria
ENSDARG00000074552,mitochondria
ENSDARG00000111455,mitochondria
ENSDARG00000038608,mitochondria
ENSDARG00000110542,mitochondria
ENSDARG00000114672,mitochondria
ENSDARG00000099499,mitochondria
ENSDARG00000092903,mitochondria
ENSDARG00000103114,mitochondria
ENSDARG00000070083,mitochondria
ENSDARG00000096003,mitochondria
ENSDARG00000010149,mitochondria
ENSDARG00000009505,mitochondria
ENSDARG00000098671,mitochondria
ENSDARG00000013776,mitochondria
ENSDARG00000069920,mitochondria
ENSDARG00000114117,mitochondria
ENSDARG00000019233,mitochondria
ENSDARG00000040707,mitochondria
ENSDARG00000014963,mitochondria
ENSDARG00000044169,mitochondria
ENSDARG00000014171,mitochondria
ENSDARG00000055288,mitochondria
ENSDARG00000078974,mitochondria
ENSDARG00000112600,mitochondria
ENSDARG00000109730,mitochondria
ENSDARG00000063882,mitochondria
ENSDARG00000095636,mitochondria
ENSDARG00000100774,mitochondria
ENSDARG00000101792,mitochondria
ENSDARG00000098520,mitochondria
ENSDARG00000042904,mitochondria
ENSDARG00000051923,mitochondria
ENSDARG00000056167,mitochondria
ENSDARG00000039887,mitochondria
ENSDARG00000098130,mitochondria
ENSDARG00000029063,mitochondria
ENSDARG00000023058,mitochondria
ENSDARG00000037906,mitochondria
ENSDARG00000026582,mitochondria
ENSDARG00000115112,mitochondria
ENSDARG00000086405,mitochondria
ENSDARG00000032218,mitochondria
ENSDARG00000074756,mitochondria
ENSDARG00000076176,mitochondria
ENSDARG00000112605,mitochondria
ENSDARG00000040727,mitochondria
ENSDARG00000004880,mitochondria
ENSDARG00000104732,mitochondria
ENSDARG00000117073,mitochondria
ENSDARG00000067796,mitochondria
ENSDARG00000035167,mitochondria
ENSDARG00000090462,mitochondria
ENSDARG00000103318,mitochondria
ENSDARG00000039667,mitochondria
ENSDARG00000013075,mitochondria
ENSDARG00000011885,mitochondria
ENSDARG00000075677,mitochondria
ENSDARG00000075325,mitochondria
ENSDARG00000021324,mitochondria
ENSDARG00000038768,mitochondria
ENSDARG00000092954,mitochondria
ENSDARG00000056903,mitochondria
ENSDARG00000032985,mitochondria
ENSDARG00000057805,mitochondria
ENSDARG00000115867,mitochondria
ENSDARG00000109307,mitochondria
ENSDARG00000043402,mitochondria
ENSDARG00000062568,mitochondria
ENSDARG00000060489,mitochondria
ENSDARG00000003846,mitochondria
ENSDARG00000109961,mitochondria
ENSDARG00000078835,mitochondria
ENSDARG00000098972,mitochondria
ENSDARG00000115452,mitochondria
ENSDARG00000054164,mitochondria
ENSDARG00000075129,mitochondria
ENSDARG00000018073,mitochondria
ENSDARG00000115927,mitochondria
ENSDARG00000024465,mitochondria
ENSDARG00000062209,mitochondria
ENSDARG00000114003,mitochondria
ENSDARG00000069624,mitochondria
ENSDARG00000114200,mitochondria
ENSDARG00000068305,mitochondria
ENSDARG00000061505,mitochondria
ENSDARG00000039543,mitochondria
ENSDARG00000041538,mitochondria
ENSDARG00000114420,mitochondria
ENSDARG00000103198,mitochondria
ENSDARG00000040555,mitochondria
ENSDARG00000111762,mitochondria
ENSDARG00000014676,mitochondria
ENSDARG00000015918,mitochondria
ENSDARG00000021346,mitochondria
ENSDARG00000063145,mitochondria
ENSDARG00000023151,mitochondria
ENSDARG00000026680,mitochondria
ENSDARG00000113197,mitochondria
ENSDARG00000025074,mitochondria
ENSDARG00000091209,mitochondria
ENSDARG00000009939,mitochondria
ENSDARG00000078599,mitochondria
ENSDARG00000116195,mitochondria
ENSDARG00000074255,mitochondria
ENSDARG00000113556,mitochondria
ENSDARG00000087869,mitochondria
ENSDARG00000054137,mitochondria
ENSDARG00000030913,mitochondria
ENSDARG00000017986,mitochondria
ENSDARG00000116624,mitochondria
ENSDARG00000068863,mitochondria
ENSDARG00000116489,mitochondria
ENSDARG00000074465,mitochondria
